abm_id,customer_id,amount_cad,debit_credit,cash_indicator,country,province,city,transaction_date,transaction_time,trans_id,customer_id_1,country_1,province_1,city_1,industry_code,employee_count,sales,established_date,onboard_date,industry_code_1,industry
ABM00000000000002560,SYNCID0000001948,3342.0,credit,false,CA,,other,2023-01-07,11:30:39,ABM00000000000002560,SYNCID0000001948,CA,ON,BELLEVILLE,other,1.0,161283.0,2015-11-12,2015-11-17,,
ABM00000000000002770,SYNCID0000002073,85.68,credit,false,other,,other,2023-01-07,18:48:37,ABM00000000000002770,SYNCID0000002073,CA,ON,WATERLOO,other,,812191.0,2010-12-02,2010-12-22,,
ABM00000000000020352,SYNCID0000015949,318.22,debit,true,CA,,other,2023-01-07,13:41:10,ABM00000000000020352,SYNCID0000015949,CA,,other,other,1.0,439762.0,,2011-12-07,,
ABM00000000000019857,SYNCID0000015726,312.14,debit,true,CA,,other,2023-01-07,21:28:12,ABM00000000000019857,SYNCID0000015726,CA,ON,BOLTON,other,0.0,0.0,,,,
ABM00000000000013346,SYNCID0000010508,1035.84,debit,true,CA,,other,2023-01-07,14:41:10,ABM00000000000013346,SYNCID0000010508,CA,QC,LAVAL,0919,1.0,13101.0,2017-04-23,2018-04-09,,
ABM00000000000008807,SYNCID0000006640,1337.06,credit,false,other,,other,2023-01-07,15:52:27,ABM00000000000008807,SYNCID0000006640,CA,AB,EDMONTON,other,0.0,0.0,2016-06-20,2016-06-30,,
ABM00000000000020600,SYNCID0000016138,1984.96,credit,true,other,,other,2023-01-07,14:34:31,ABM00000000000020600,SYNCID0000016138,CA,,other,other,0.0,0.0,2000-12-12,,,
ABM00000000000010433,SYNCID0000008083,182.51,debit,true,other,,other,2023-01-07,13:45:14,ABM00000000000010433,SYNCID0000008083,CA,ON,WOODBRIDGE,0133,1.0,0.0,2021-01-13,2022-05-07,,
ABM00000000000004800,SYNCID0000003444,13813.23,credit,false,CA,,other,2023-01-07,18:00:50,ABM00000000000004800,SYNCID0000003444,CA,SK,REGINA,other,4.0,79675.0,2010-04-12,,,
ABM00000000000010644,SYNCID0000008284,430.17,debit,true,other,,other,2023-01-07,15:03:13,ABM00000000000010644,SYNCID0000008284,CA,ON,WINDSOR,other,2.0,135560.0,2012-05-19,,,
ABM00000000000009137,SYNCID0000006932,41.61,debit,true,CA,ON,GUELPH,2023-01-07,09:50:03,ABM00000000000009137,SYNCID0000006932,CA,QC,LASALLE,,1.0,15013.0,,2017-07-17,,
ABM00000000000004583,SYNCID0000003246,225.29,debit,true,CA,ON,LONDON,2023-01-07,11:41:50,ABM00000000000004583,SYNCID0000003246,CA,ON,ST THOMAS,other,,0.0,2023-12-05,2023-12-22,,
ABM00000000000006396,SYNCID0000004924,108.43,credit,true,CA,BC,VERNON,2023-01-07,14:27:43,ABM00000000000006396,SYNCID0000004924,CA,MB,WINNIPEG,,4.0,119727.0,2022-05-23,2022-12-12,,
ABM00000000000015254,SYNCID0000012313,631.93,credit,false,CA,AB,CALGARY,2023-01-07,21:39:07,ABM00000000000015254,SYNCID0000012313,CA,ON,WELLAND,,1.0,,2020-09-23,2020-10-05,,
ABM00000000000012925,SYNCID0000010215,535.09,debit,true,CA,ON,TORONTO,2023-01-07,12:30:32,ABM00000000000012925,SYNCID0000010215,CA,ON,BROCKVILLE,,1.0,0.0,2022-08-14,,,
ABM00000000000012654,SYNCID0000009931,212.3,debit,true,CA,ON,TORONTO,2023-01-07,12:05:25,ABM00000000000012654,SYNCID0000009931,CA,ON,KITCHENER,other,1.0,,2019-09-09,2022-05-20,,
ABM00000000000011321,SYNCID0000008789,615.1,credit,true,CA,ON,VAUGHAN,2023-01-07,23:32:58,ABM00000000000011321,SYNCID0000008789,CA,BC,BURNABY,,5.0,252478.0,1986-12-08,2016-02-26,,
ABM00000000000012503,SYNCID0000009812,2173.7,credit,false,CA,QC,MONTREAL,2023-01-07,13:44:02,ABM00000000000012503,SYNCID0000009812,CA,AB,EDMONTON,other,4.0,916871.0,2011-02-26,2019-12-26,,
ABM00000000000006429,SYNCID0000004924,189.93,debit,true,CA,ON,OAKVILLE,2023-01-07,11:24:04,ABM00000000000006429,SYNCID0000004924,CA,MB,WINNIPEG,,4.0,119727.0,2022-05-23,2022-12-12,,
ABM00000000000008971,SYNCID0000006801,520.5,debit,true,CA,ON,DOWNSVIEW,2023-01-07,10:20:12,ABM00000000000008971,SYNCID0000006801,CA,,other,other,0.0,0.0,1998-09-27,2021-02-24,,
ABM00000000000016183,SYNCID0000012945,107.41,debit,true,CA,NL,MARYSTOWN,2023-01-07,18:27:29,ABM00000000000016183,SYNCID0000012945,CA,ON,OWEN SOUND,other,2.0,23706.0,2021-07-20,2021-10-13,,
ABM00000000000014693,SYNCID0000011778,62.23,credit,false,CA,ON,MISSISSAUGA,2023-01-07,12:59:12,ABM00000000000014693,SYNCID0000011778,CA,ON,OTTAWA,other,,487984.0,1990-03-30,2006-03-16,,
ABM00000000000000761,SYNCID0000000545,1488.1,credit,false,CA,ON,SCARBOROUGH,2023-01-07,13:01:28,ABM00000000000000761,SYNCID0000000545,CA,AB,CALGARY,0112,1.0,71206.0,1997-10-16,,,
ABM00000000000000774,SYNCID0000000545,270.03,debit,true,CA,ON,SCARBOROUGH,2023-01-07,11:22:07,ABM00000000000000774,SYNCID0000000545,CA,AB,CALGARY,0112,1.0,71206.0,1997-10-16,,,
ABM00000000000010687,SYNCID0000008321,1334.38,credit,true,CA,ON,SCARBOROUGH,2023-01-07,16:31:43,ABM00000000000010687,SYNCID0000008321,CA,ON,WATERLOO,0151,1.0,75497.0,2019-11-30,2019-12-26,,
ABM00000000000005417,SYNCID0000004116,214.75,debit,true,,,,2023-01-08,19:24:35,ABM00000000000005417,SYNCID0000004116,CA,ON,WATERLOO,0141,,,2017-06-12,2017-11-04,,
ABM00000000000019930,SYNCID0000015726,209.83,debit,true,,,,2023-01-08,17:54:33,ABM00000000000019930,SYNCID0000015726,CA,ON,BOLTON,other,0.0,0.0,,,,
ABM00000000000008328,SYNCID0000006246,4912.88,credit,false,CA,,other,2023-01-08,12:35:38,ABM00000000000008328,SYNCID0000006246,CA,ON,RICHMOND HILL,other,1.0,,2019-07-04,,,
ABM00000000000010087,SYNCID0000007717,587.97,credit,true,CA,,other,2023-01-08,14:11:55,ABM00000000000010087,SYNCID0000007717,CA,SK,SASKATOON,,6.0,,2014-11-18,,,
ABM00000000000001517,SYNCID0000001103,1541.99,credit,true,CA,,other,2023-01-08,16:01:35,ABM00000000000001517,SYNCID0000001103,CA,ON,BURLINGTON,other,0.0,,2011-03-05,2010-12-03,,
ABM00000000000002280,SYNCID0000001711,217.83,credit,true,other,,other,2023-01-08,12:21:48,ABM00000000000002280,SYNCID0000001711,CA,,other,other,2.0,0.0,1998-07-11,1998-08-01,,
ABM00000000000012325,SYNCID0000009696,324.8,credit,false,other,,other,2023-01-08,13:22:41,ABM00000000000012325,SYNCID0000009696,CA,NS,DARTMOUTH,other,,2571583.0,1983-01-13,2022-07-11,,
ABM00000000000002388,SYNCID0000001789,11098.6,credit,false,other,,other,2023-01-08,09:08:39,ABM00000000000002388,SYNCID0000001789,CA,QC,LEVIS,other,2.0,74503.0,2015-05-17,2023-05-21,,
ABM00000000000010965,SYNCID0000008534,1026.69,debit,true,other,,other,2023-01-08,14:26:21,ABM00000000000010965,SYNCID0000008534,CA,,other,0412,,127084.0,2016-02-25,2017-10-01,,
ABM00000000000020339,SYNCID0000015949,237.06,debit,true,CA,,other,2023-01-08,12:42:39,ABM00000000000020339,SYNCID0000015949,CA,,other,other,1.0,439762.0,,2011-12-07,,
ABM00000000000015575,SYNCID0000012571,133.5,debit,true,CA,,other,2023-01-08,23:02:57,ABM00000000000015575,SYNCID0000012571,CA,ON,MISSISSAUGA,other,6.0,0.0,2022-09-26,,,
ABM00000000000012680,SYNCID0000009956,104.65,debit,true,CA,ON,MILTON,2023-01-08,10:32:07,ABM00000000000012680,SYNCID0000009956,CA,ON,KITCHENER,other,0.0,0.0,2023-07-28,2023-10-10,,
ABM00000000000014189,SYNCID0000011282,2407.27,credit,false,CA,AB,CALGARY,2023-01-08,16:16:50,ABM00000000000014189,SYNCID0000011282,CA,ON,other,other,1.0,0.0,2016-11-30,2019-02-20,,
ABM00000000000001389,SYNCID0000001032,321.76,credit,true,CA,AB,CALGARY,2023-01-08,09:04:04,ABM00000000000001389,SYNCID0000001032,CA,BC,VICTORIA,other,0.0,0.0,2000-10-28,,,
ABM00000000000017986,SYNCID0000014384,17236.42,credit,false,CA,AB,CALGARY,2023-01-08,11:45:10,ABM00000000000017986,SYNCID0000014384,CA,ON,SCARBOROUGH,other,4.0,453936.0,,,,
ABM00000000000015242,SYNCID0000012296,1050.17,credit,true,CA,AB,CALGARY,2023-01-08,19:55:06,ABM00000000000015242,SYNCID0000012296,CA,ON,TIMMINS,0211,,201315.0,2012-04-02,2012-04-03,,
ABM00000000000015761,SYNCID0000012661,55.7,credit,true,CA,NS,HALIFAX,2023-01-08,22:03:23,ABM00000000000015761,SYNCID0000012661,CA,ON,WINDSOR,0141,,,2022-06-17,2022-08-16,,
ABM00000000000000252,SYNCID0000000129,532.3,debit,true,CA,ON,MARKHAM,2023-01-08,13:52:36,ABM00000000000000252,SYNCID0000000129,CA,ON,NORTH YORK,,3.0,258907.0,2008-02-27,,,
ABM00000000000006039,SYNCID0000004700,1083.25,credit,true,CA,NL,STJOHNS,2023-01-08,21:01:07,ABM00000000000006039,SYNCID0000004700,CA,,other,0611,,0.0,2021-01-14,2021-04-01,,
ABM00000000000013054,SYNCID0000010301,1320.19,credit,false,CA,ON,TORONTO,2023-01-08,11:38:30,ABM00000000000013054,SYNCID0000010301,CA,,other,0511,0.0,85747.0,1997-11-25,1997-03-11,,
ABM00000000000002596,SYNCID0000001948,530.65,debit,true,CA,AB,EDMONTON,2023-01-08,09:29:57,ABM00000000000002596,SYNCID0000001948,CA,ON,BELLEVILLE,other,1.0,161283.0,2015-11-12,2015-11-17,,
ABM00000000000010598,SYNCID0000008241,1171.31,credit,false,CA,ON,KINGSTON,2023-01-08,08:15:55,ABM00000000000010598,SYNCID0000008241,CA,,other,other,0.0,0.0,2023-02-16,2023-06-07,,
ABM00000000000012642,SYNCID0000009906,5182.89,credit,false,CA,ON,OAKVILLE,2023-01-08,07:15:23,ABM00000000000012642,SYNCID0000009906,CA,ON,THORNHILL,other,1.0,,2023-07-06,2023-09-05,,
ABM00000000000004955,SYNCID0000003601,2006.72,credit,true,CA,ON,OAKVILLE,2023-01-08,10:56:27,ABM00000000000004955,SYNCID0000003601,CA,ON,KESWICK,other,1.0,,2019-03-27,2019-06-21,,
ABM00000000000011021,SYNCID0000008579,169.83,credit,true,CA,MB,WINNIPEG,2023-01-08,18:05:46,ABM00000000000011021,SYNCID0000008579,CA,ON,NEWMARKET,,2.0,303061.0,2007-01-07,2009-12-15,,
ABM00000000000001765,SYNCID0000001292,1466.43,credit,false,CA,NS,DARTMOUTH,2023-01-08,12:50:20,ABM00000000000001765,SYNCID0000001292,CA,ON,MISSISSAUGA,,1.0,34374.0,2019-02-23,,,
ABM00000000000008010,SYNCID0000006082,155.87,credit,false,CA,ON,NORTHYORK,2023-01-08,15:00:08,ABM00000000000008010,SYNCID0000006082,CA,NS,BEDFORD,other,0.0,0.0,2023-01-05,2023-12-29,,
ABM00000000000020341,SYNCID0000015949,48.21,debit,true,CA,SK,SASKATOON,2023-01-08,21:04:30,ABM00000000000020341,SYNCID0000015949,CA,,other,other,1.0,439762.0,,2011-12-07,,
ABM00000000000010775,SYNCID0000008391,1884.17,credit,true,CA,ON,HALTONHLLS,2023-01-08,14:25:23,ABM00000000000010775,SYNCID0000008391,CA,ON,BARRIE,,1.0,84559.0,,2023-03-11,,
ABM00000000000019244,SYNCID0000015203,112.24,credit,false,CA,ON,SCARBOROUGH,2023-01-08,16:22:50,ABM00000000000019244,SYNCID0000015203,CA,BC,SURREY,other,2.0,301459.0,2014-12-14,2014-12-19,,
ABM00000000000006758,SYNCID0000005135,4.67,debit,false,CA,ON,SCARBOROUGH,2023-01-08,21:54:58,ABM00000000000006758,SYNCID0000005135,CA,ON,NEPEAN,other,2.0,643679.0,2021-09-25,2022-07-08,,
ABM00000000000021577,SYNCID0000016959,83.55,debit,true,,,,2023-01-09,14:24:03,ABM00000000000021577,SYNCID0000016959,CA,ON,SCARBOROUGH,0929,,0.0,2021-10-28,2021-11-19,,
ABM00000000000014424,SYNCID0000011482,316.65,debit,true,,,,2023-01-09,16:52:54,ABM00000000000014424,SYNCID0000011482,CA,ON,LONDON,other,10.0,,2011-06-23,2011-11-11,,
ABM00000000000007855,SYNCID0000005967,1143.88,debit,true,,,,2023-01-09,04:08:37,ABM00000000000007855,SYNCID0000005967,CA,ON,BRAMPTON,other,1.0,0.0,2020-03-31,2020-09-11,,
ABM00000000000020942,SYNCID0000016413,104.67,debit,true,,,,2023-01-09,19:55:01,ABM00000000000020942,SYNCID0000016413,CA,ON,BOLTON,,1.0,0.0,2019-06-15,2019-12-23,,
ABM00000000000015153,SYNCID0000012246,167.18,debit,true,CA,ON,AJAX,2023-01-09,12:33:21,ABM00000000000015153,SYNCID0000012246,CA,ON,OAKVILLE,other,1.0,247125.0,2017-06-06,2019-12-04,,
ABM00000000000019981,SYNCID0000015728,1858.59,credit,false,CA,,other,2023-01-09,11:43:08,ABM00000000000019981,SYNCID0000015728,CA,ON,BRAMPTON,other,0.0,0.0,2018-08-23,,,
ABM00000000000005602,SYNCID0000004334,9628.0,credit,false,CA,,other,2023-01-09,14:19:55,ABM00000000000005602,SYNCID0000004334,CA,,other,0211,3.0,,2002-09-17,2000-03-28,,
ABM00000000000013040,SYNCID0000010297,44.84,debit,true,CA,,other,2023-01-09,23:00:36,ABM00000000000013040,SYNCID0000010297,CA,,other,other,1.0,,2018-11-08,2022-09-18,,
ABM00000000000001150,SYNCID0000000868,522.75,credit,false,CA,,other,2023-01-09,11:44:13,ABM00000000000001150,SYNCID0000000868,CA,,other,other,2.0,724112.0,2007-11-04,2007-11-10,,
ABM00000000000017997,SYNCID0000014384,318.79,debit,true,other,,other,2023-01-09,12:12:26,ABM00000000000017997,SYNCID0000014384,CA,ON,SCARBOROUGH,other,4.0,453936.0,,,,
ABM00000000000013875,SYNCID0000011070,102.66,credit,true,CA,,other,2023-01-09,13:17:29,ABM00000000000013875,SYNCID0000011070,CA,ON,ST CATHARINES,,1.0,0.0,2020-09-04,2020-10-17,,
ABM00000000000013337,SYNCID0000010505,1677.13,credit,false,CA,,other,2023-01-09,18:37:21,ABM00000000000013337,SYNCID0000010505,CA,,other,other,1.0,0.0,2021-07-30,2022-07-08,,
ABM00000000000006909,SYNCID0000005258,20.84,credit,false,CA,,other,2023-01-09,10:18:00,ABM00000000000006909,SYNCID0000005258,CA,ON,ALLISTON,other,1.0,0.0,2016-01-06,,,
ABM00000000000000444,SYNCID0000000269,325.24,credit,true,other,,other,2023-01-09,12:22:02,ABM00000000000000444,SYNCID0000000269,CA,ON,BANCROFT,other,1.0,35027.0,2011-12-05,2011-12-21,,
ABM00000000000009387,SYNCID0000007156,216.34,credit,true,other,,other,2023-01-09,22:13:00,ABM00000000000009387,SYNCID0000007156,CA,ON,KEMPTVILLE,,1.0,127684.0,2016-07-25,,,
ABM00000000000010621,SYNCID0000008258,319.0,debit,true,CA,,other,2023-01-09,16:44:29,ABM00000000000010621,SYNCID0000008258,CA,AB,LETHBRIDGE,other,0.0,0.0,2007-07-13,2007-08-10,,
ABM00000000000000155,SYNCID0000000071,1039.01,debit,true,CA,ON,LONDON,2023-01-09,14:36:48,ABM00000000000000155,SYNCID0000000071,CA,QC,MONTREAL,other,4.0,0.0,2022-02-02,,,
ABM00000000000019902,SYNCID0000015726,66.82,debit,true,CA,ON,MILTON,2023-01-09,20:03:12,ABM00000000000019902,SYNCID0000015726,CA,ON,BOLTON,other,0.0,0.0,,,,
ABM00000000000009962,SYNCID0000007537,3138.15,credit,false,CA,BC,SURREY,2023-01-09,19:11:30,ABM00000000000009962,SYNCID0000007537,CA,ON,WATERLOO,other,1.0,157852.0,2016-04-25,,,
ABM00000000000005393,SYNCID0000004116,428.36,credit,true,CA,AB,CALGARY,2023-01-09,14:37:42,ABM00000000000005393,SYNCID0000004116,CA,ON,WATERLOO,0141,,,2017-06-12,2017-11-04,,
ABM00000000000013180,SYNCID0000010402,1045.64,debit,true,CA,AB,CALGARY,2023-01-09,15:50:00,ABM00000000000013180,SYNCID0000010402,CA,,other,0171,1.0,53862.0,,2019-05-05,,
ABM00000000000000771,SYNCID0000000545,39041.02,credit,false,CA,ON,TORONTO,2023-01-09,14:51:05,ABM00000000000000771,SYNCID0000000545,CA,AB,CALGARY,0112,1.0,71206.0,1997-10-16,,,
ABM00000000000001080,SYNCID0000000815,12871.6,credit,false,CA,ON,VAUGHAN,2023-01-09,08:24:00,ABM00000000000001080,SYNCID0000000815,CA,AB,FOOTHILLS,,1.0,527969.0,2008-01-17,2009-03-10,,
ABM00000000000004833,SYNCID0000003506,1074.79,debit,true,CA,ON,BRAMPTON,2023-01-09,14:48:05,ABM00000000000004833,SYNCID0000003506,CA,QC,MONT-ROYAL,other,0.0,0.0,1996-12-11,1991-07-06,,
ABM00000000000017981,SYNCID0000014384,37133.69,credit,false,CA,ON,BRAMPTON,2023-01-09,17:12:53,ABM00000000000017981,SYNCID0000014384,CA,ON,SCARBOROUGH,other,4.0,453936.0,,,,
ABM00000000000002616,SYNCID0000001948,1030.63,debit,true,CA,ON,BRAMPTON,2023-01-09,23:30:07,ABM00000000000002616,SYNCID0000001948,CA,ON,BELLEVILLE,other,1.0,161283.0,2015-11-12,2015-11-17,,
ABM00000000000007365,SYNCID0000005595,1062.69,debit,true,CA,ON,BRAMPTON,2023-01-09,14:15:24,ABM00000000000007365,SYNCID0000005595,CA,NT,other,0211,1.0,0.0,2021-08-25,2021-09-15,,
ABM00000000000020941,SYNCID0000016413,1068.36,debit,true,CA,ON,BRAMPTON,2023-01-09,23:34:17,ABM00000000000020941,SYNCID0000016413,CA,ON,BOLTON,,1.0,0.0,2019-06-15,2019-12-23,,
ABM00000000000006073,SYNCID0000004725,13195.22,credit,false,CA,AB,EDMONTON,2023-01-09,08:27:33,ABM00000000000006073,SYNCID0000004725,CA,ON,MIDLAND,0129,10.0,,2018-06-18,2019-05-30,,
ABM00000000000009933,SYNCID0000007500,38.23,credit,true,CA,QC,GATINEAU,2023-01-09,13:18:28,ABM00000000000009933,SYNCID0000007500,CA,ON,VAUGHAN,other,,237507.0,1994-03-24,1994-04-25,,
ABM00000000000015243,SYNCID0000012296,1213.43,credit,false,CA,QC,MONTREAL,2023-01-09,11:46:48,ABM00000000000015243,SYNCID0000012296,CA,ON,TIMMINS,0211,,201315.0,2012-04-02,2012-04-03,,
ABM00000000000009130,SYNCID0000006932,1081.78,debit,true,CA,BC,RICHMOND,2023-01-09,15:33:48,ABM00000000000009130,SYNCID0000006932,CA,QC,LASALLE,,1.0,15013.0,,2017-07-17,,
ABM00000000000015620,SYNCID0000012623,21.11,credit,true,CA,MB,WINNIPEG,2023-01-09,16:01:00,ABM00000000000015620,SYNCID0000012623,CA,ON,BRANTFORD,other,0.0,0.0,2023-09-30,2023-12-01,,
ABM00000000000000725,SYNCID0000000527,526.46,debit,true,CA,QC,COTESTLUC,2023-01-09,10:56:45,ABM00000000000000725,SYNCID0000000527,CA,ON,NEPEAN,,1.0,8596.0,1994-03-23,,,
ABM00000000000011608,SYNCID0000009029,724.33,debit,true,CA,QC,COTESTLUC,2023-01-09,11:05:26,ABM00000000000011608,SYNCID0000009029,CA,QC,MONTREAL,other,1.0,,2019-10-03,2019-10-05,,
ABM00000000000007580,SYNCID0000005778,1562.1,credit,false,CA,ON,KITCHENER,2023-01-09,14:36:07,ABM00000000000007580,SYNCID0000005778,CA,AB,CALGARY,other,2.0,78260.0,2001-10-12,2001-11-10,,
ABM00000000000003814,SYNCID0000002777,1053.04,debit,true,CA,ON,HALTONHLLS,2023-01-09,12:07:06,ABM00000000000003814,SYNCID0000002777,CA,ON,ORLEANS,other,25.0,,2000-12-29,2001-10-24,,
ABM00000000000000282,SYNCID0000000149,5332.44,credit,false,CA,ON,WOODBRIDGE,2023-01-09,09:59:45,ABM00000000000000282,SYNCID0000000149,CA,ON,BRAMPTON,0141,1.0,63806.0,2019-01-04,2022-01-19,,
ABM00000000000017498,SYNCID0000013961,425.27,debit,false,CA,ON,SCARBOROUGH,2023-01-09,21:55:16,ABM00000000000017498,SYNCID0000013961,CA,QC,QUEBEC,,,0.0,,2023-06-17,,
ABM00000000000017406,SYNCID0000013896,433.85,debit,true,CA,ON,SCARBOROUGH,2023-01-09,00:46:53,ABM00000000000017406,SYNCID0000013896,CA,ON,ETOBICOKE,,1.0,158903.0,2018-05-13,2018-10-15,,
ABM00000000000003991,SYNCID0000002856,41.14,credit,true,CA,ON,SCARBOROUGH,2023-01-09,16:24:42,ABM00000000000003991,SYNCID0000002856,CA,SK,,0112,2.0,381662.0,2017-09-23,2017-11-20,,
ABM00000000000004843,SYNCID0000003506,63.01,debit,true,,,,2023-01-10,15:15:46,ABM00000000000004843,SYNCID0000003506,CA,QC,MONT-ROYAL,other,0.0,0.0,1996-12-11,1991-07-06,,
ABM00000000000002124,SYNCID0000001583,105.19,debit,true,,,,2023-01-10,12:33:37,ABM00000000000002124,SYNCID0000001583,CA,ON,TECUMSEH,other,1.0,,2019-05-04,2019-10-04,,
ABM00000000000016311,SYNCID0000013036,25.38,debit,true,,,,2023-01-10,16:21:39,ABM00000000000016311,SYNCID0000013036,CA,,other,other,4.0,169349.0,,2009-10-12,,
ABM00000000000012321,SYNCID0000009696,212.95,credit,false,CA,ON,AJAX,2023-01-10,08:46:20,ABM00000000000012321,SYNCID0000009696,CA,NS,DARTMOUTH,other,,2571583.0,1983-01-13,2022-07-11,,
ABM00000000000019125,SYNCID0000015097,24049.81,credit,false,CA,ON,AJAX,2023-01-10,07:38:06,ABM00000000000019125,SYNCID0000015097,CA,ON,TORONTO,other,0.0,,2011-09-02,2011-12-07,,
ABM00000000000017743,SYNCID0000014196,413.29,debit,true,CA,,other,2023-01-10,11:56:44,ABM00000000000017743,SYNCID0000014196,CA,ON,CARP,,2.0,0.0,2023-06-14,2023-07-26,,
ABM00000000000016580,SYNCID0000013352,1063.62,debit,true,CA,,other,2023-01-10,12:58:32,ABM00000000000016580,SYNCID0000013352,CA,ON,TORONTO,other,,0.0,2013-11-17,2014-11-11,,
ABM00000000000001407,SYNCID0000001032,15996.61,credit,false,other,,other,2023-01-10,20:29:07,ABM00000000000001407,SYNCID0000001032,CA,BC,VICTORIA,other,0.0,0.0,2000-10-28,,,
ABM00000000000015106,SYNCID0000012185,1047.01,credit,true,CA,,other,2023-01-10,09:43:14,ABM00000000000015106,SYNCID0000012185,CA,,other,other,1.0,0.0,2014-08-11,2018-04-09,,
ABM00000000000020023,SYNCID0000015761,3820.98,credit,false,CA,,other,2023-01-10,13:26:32,ABM00000000000020023,SYNCID0000015761,CA,ON,NORTH YORK,other,,0.0,2023-06-15,2024-08-05,,
ABM00000000000005017,SYNCID0000003695,562.73,credit,true,CA,,other,2023-01-10,15:40:44,ABM00000000000005017,SYNCID0000003695,CA,ON,NORTH YORK,other,5.0,1753415.0,2019-01-25,2022-01-20,,
ABM00000000000006575,SYNCID0000005057,845.28,debit,true,CA,,other,2023-01-10,12:08:53,ABM00000000000006575,SYNCID0000005057,CA,QC,QUEBEC,0115,1.0,663052.0,2017-09-06,2015-05-18,,
ABM00000000000009247,SYNCID0000007029,521.36,debit,true,CA,,other,2023-01-10,18:10:41,ABM00000000000009247,SYNCID0000007029,CA,SK,SPIRITWOOD,other,0.0,0.0,2010-06-28,,,
ABM00000000000011012,SYNCID0000008579,1172.89,credit,false,other,,other,2023-01-10,13:54:29,ABM00000000000011012,SYNCID0000008579,CA,ON,NEWMARKET,,2.0,303061.0,2007-01-07,2009-12-15,,
ABM00000000000014550,SYNCID0000011609,838.98,credit,true,CA,,other,2023-01-10,20:12:01,ABM00000000000014550,SYNCID0000011609,CA,BC,MACKENZIE,other,,535549.0,2006-05-02,2011-04-28,,
ABM00000000000012641,SYNCID0000009906,104.35,debit,true,CA,,other,2023-01-10,13:58:32,ABM00000000000012641,SYNCID0000009906,CA,ON,THORNHILL,other,1.0,,2023-07-06,2023-09-05,,
ABM00000000000000434,SYNCID0000000269,802.5,credit,true,CA,,other,2023-01-10,14:26:26,ABM00000000000000434,SYNCID0000000269,CA,ON,BANCROFT,other,1.0,35027.0,2011-12-05,2011-12-21,,
ABM00000000000010671,SYNCID0000008321,21563.27,credit,false,CA,ON,BARRIE,2023-01-10,15:10:12,ABM00000000000010671,SYNCID0000008321,CA,ON,WATERLOO,0151,1.0,75497.0,2019-11-30,2019-12-26,,
ABM00000000000001404,SYNCID0000001032,542.31,debit,true,CA,ON,DUNDAS,2023-01-10,13:22:58,ABM00000000000001404,SYNCID0000001032,CA,BC,VICTORIA,other,0.0,0.0,2000-10-28,,,
ABM00000000000000445,SYNCID0000000269,31.02,credit,true,CA,ON,LONDON,2023-01-10,12:42:01,ABM00000000000000445,SYNCID0000000269,CA,ON,BANCROFT,other,1.0,35027.0,2011-12-05,2011-12-21,,
ABM00000000000002348,SYNCID0000001789,1046.34,debit,true,CA,ON,NEPEAN,2023-01-10,05:15:09,ABM00000000000002348,SYNCID0000001789,CA,QC,LEVIS,other,2.0,74503.0,2015-05-17,2023-05-21,,
ABM00000000000012921,SYNCID0000010215,1041.44,debit,true,CA,ON,OSHAWA,2023-01-10,10:26:55,ABM00000000000012921,SYNCID0000010215,CA,ON,BROCKVILLE,,1.0,0.0,2022-08-14,,,
ABM00000000000017805,SYNCID0000014247,1066.59,credit,true,CA,ON,OSHAWA,2023-01-10,10:42:13,ABM00000000000017805,SYNCID0000014247,CA,BC,KELOWNA,other,1.0,183814.0,2017-10-28,2019-01-26,,
ABM00000000000005585,SYNCID0000004318,426.82,credit,true,CA,NS,AMHERST,2023-01-10,11:50:06,ABM00000000000005585,SYNCID0000004318,CA,ON,KITCHENER,other,6.0,599514.0,2007-06-25,2010-06-12,,
ABM00000000000012653,SYNCID0000009931,1082.32,debit,true,CA,AB,CALGARY,2023-01-10,23:22:43,ABM00000000000012653,SYNCID0000009931,CA,ON,KITCHENER,other,1.0,,2019-09-09,2022-05-20,,
ABM00000000000000764,SYNCID0000000545,41.87,credit,true,CA,AB,CALGARY,2023-01-10,21:50:17,ABM00000000000000764,SYNCID0000000545,CA,AB,CALGARY,0112,1.0,71206.0,1997-10-16,,,
ABM00000000000015577,SYNCID0000012571,1080.41,debit,true,CA,AB,CALGARY,2023-01-10,23:22:38,ABM00000000000015577,SYNCID0000012571,CA,ON,MISSISSAUGA,other,6.0,0.0,2022-09-26,,,
ABM00000000000007348,SYNCID0000005595,5077.47,debit,false,CA,AB,CALGARY,2023-01-10,14:30:41,ABM00000000000007348,SYNCID0000005595,CA,NT,other,0211,1.0,0.0,2021-08-25,2021-09-15,,
ABM00000000000002364,SYNCID0000001789,1026.18,debit,true,CA,AB,CALGARY,2023-01-10,19:13:23,ABM00000000000002364,SYNCID0000001789,CA,QC,LEVIS,other,2.0,74503.0,2015-05-17,2023-05-21,,
ABM00000000000019127,SYNCID0000015097,215.67,debit,true,CA,BC,LANGLEY,2023-01-10,14:30:12,ABM00000000000019127,SYNCID0000015097,CA,ON,TORONTO,other,0.0,,2011-09-02,2011-12-07,,
ABM00000000000002613,SYNCID0000001948,1067.88,debit,true,CA,BC,LANGLEY,2023-01-10,18:20:32,ABM00000000000002613,SYNCID0000001948,CA,ON,BELLEVILLE,other,1.0,161283.0,2015-11-12,2015-11-17,,
